	Mmus_C57.6T_LVR_BSL_Rep1_B1	Mmus_C57.6T_LVR_BSL_Rep2_B2	Mmus_C57.6T_LVR_BSL_Rep3_B3	Mmus_C57.6T_LVR_FLT_Rep1_F1	Mmus_C57.6T_LVR_FLT_Rep2_F2	Mmus_C57.6T_LVR_FLT_Rep3_F4	Mmus_C57.6T_LVR_GC_Rep1_G2	Mmus_C57.6T_LVR_GC_Rep2_G3	Mmus_C57.6T_LVR_GC_Rep3_G5	Mmus_C57.6J_LVR_FLT_C_Rep1_M25	Mmus_C57.6J_LVR_FLT_C_Rep2_M26	Mmus_C57.6J_LVR_FLT_C_Rep3_M27	Mmus_C57.6J_LVR_FLT_C_Rep4_M28	Mmus_C57.6J_LVR_FLT_C_Rep5_M30	Mmus_C57.6J_LVR_FLT_I_Rep1_M21	Mmus_C57.6J_LVR_FLT_I_Rep2_M22	Mmus_C57.6J_LVR_GC_C_Rep1_M36	Mmus_C57.6J_LVR_GC_C_Rep2_M37	Mmus_C57.6J_LVR_GC_C_Rep3_M38	Mmus_C57.6J_LVR_GC_C_Rep4_M39	Mmus_C57.6J_LVR_GC_C_Rep5_M40	Mmus_C57.6J_LVR_GC_I_Rep1_M31	Mmus_C57.6J_LVR_GC_I_Rep2_M32	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep1_B2	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep2_B4	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep3_B6	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep4_B7	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep1_F1	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep2_F2	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep3_F3	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep4_F4	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep1_G1	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep2_G2	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep3_G3	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep4_G5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep5_M20	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep5_M20	Mmus_BAL.TAL_LVR_BSL_Rep1_B1	Mmus_BAL.TAL_LVR_BSL_Rep2_B2	Mmus_BAL.TAL_LVR_BSL_Rep3_B3	Mmus_BAL.TAL_LVR_BSL_Rep4_B4	Mmus_BAL.TAL_LVR_BSL_Rep5_B6	Mmus_BAL.TAL_LVR_BSL_Rep6_B7	Mmus_BAL.TAL_LVR_FLT_Rep1_F1	Mmus_BAL.TAL_LVR_FLT_Rep2_F2	Mmus_BAL.TAL_LVR_FLT_Rep3_F3	Mmus_BAL.TAL_LVR_FLT_Rep4_F4	Mmus_BAL.TAL_LVR_FLT_Rep5_F5	Mmus_BAL.TAL_LVR_FLT_Rep6_F6	Mmus_BAL.TAL_LVR_GC_Rep1_G1	Mmus_BAL.TAL_LVR_GC_Rep2_G2	Mmus_BAL.TAL_LVR_GC_Rep3_G3	Mmus_BAL.TAL_LVR_GC_Rep4_G5	Mmus_BAL.TAL_LVR_GC_Rep5_G6	Mmus_BAL.TAL_LVR_GC_Rep6_G7
Calhm4	0	0	0	0	0	0	0	0	0	0	0	2.230261547	0	0	0	0	0	0	0	0	0	0	0	0.7306182208	0	0	0	0	0	0	0	0	0	0.5919579488	0	0	0	0	0	0	0	0	0	0	0	0	8.238320482	0	0	0	0	14.93087111	0	0	0.7933204894	2.089440479	0.7523959452	0	0.8018975252	0	1.100656511	0	0	0	0	1.391716923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup133	370.1450504	445.5135382	416.3240212	459.2596341	477.1267786	411.6215184	473.7792873	386.1349435	434.2252043	326.3721036	312.5719305	379.1444629	246.4276793	268.4235999	432.4007456	405.5901712	323.3249014	321.5912228	285.412492	319.4638084	300.6866452	397.0115149	403.1964328	780.3002598	615.1266517	610.3502831	524.461533	896.9117213	735.289122	826.3490516	716.4744091	852.3276787	640.9334915	760.0740063	829.7778218	472.1756124	490.687353	518.9671386	451.5129926	587.4933875	543.0810104	510.5733778	564.8036173	474.1610665	627.0094355	660.2319107	560.2057928	535.387085	525.0116621	599.8777839	693.121806	592.2578874	521.9083929	560.2873836	552.1510606	693.6942392	701.2330209	634.1396577	697.6508469	606.5812739	646.0853719	700.9752031	648.3308282	712.0718926	660.35471	616.5305969	663.3327208	590.4779683	623.49526	696.3672078	686.9671428	730.4791256	633.0402969	675.7184263	687.0665918	824.1569053	774.6772294	665.304642	631.8446748	596.6294284	509.5972479	910.7045289	734.8591331	886.3878307	785.5826646	698.1412715	642.0716403	856.8970279	658.8734158	825.8985719	883.6884639	675.7790557	748.2660809
Uhrf1bp1	970.7577738	943.0671193	969.1251221	972.0525998	976.9019803	949.9963298	1115.892763	962.1088058	933.5841893	392.6280945	363.1997784	481.7364941	574.9979184	458.7603344	815.8308043	653.5576219	360.2143196	589.9388656	559.4084844	633.6905052	603.288492	934.4111321	802.3064152	1044.053437	1191.372657	846.6149088	842.0122146	1110.462131	1009.597564	986.3391875	995.3085219	1029.264846	1168.229665	1328.945595	911.4075895	1266.374992	1423.341329	1552.68902	1368.512301	1352.617129	1332.312843	1441.569388	1626.888619	1503.717498	1357.561713	998.3131304	1074.512371	1171.316346	1255.509446	1186.732441	1029.337607	1107.372941	1180.966008	1381.196251	1056.702892	795.0321024	1267.034772	1282.388727	1186.00644	1242.933408	847.5055134	1327.691101	1316.423206	1285.465808	1313.101647	1212.881298	1361.366952	1183.159213	1134.278321	1125.655335	1270.559294	1362.266719	1211.546272	1144.804116	1232.678297	1207.251247	1168.017515	1355.642454	1435.934241	966.1267065	863.8996234	1219.564702	1102.2887	1017.932211	1100.22703	1297.18434	1150.816929	1126.863311	1289.597367	1489.873046	1050.669936	1270.165938	1044.9038
Ptpa	1589.528556	1453.313394	1811.423059	1862.39643	1594.448982	1521.039516	1551.661104	1611.693677	1507.726404	1182.792135	1648.706873	1447.439744	1548.687773	1451.927654	2102.613746	2308.596188	1165.271624	1465.26332	1273.755179	1616.521785	1373.19952	1932.223343	2007.809263	1377.215346	1316.138911	1205.555398	1131.543718	1236.456873	1396.47934	1444.710927	1681.006539	1174.532326	1286.621682	1521.331928	1288.851653	1480.74272	1536.443024	1629.35462	1755.398675	1560.658905	1376.206871	1538.460376	1582.403383	1729.760762	1555.299781	1251.431531	1315.777471	1280.237036	1439.478697	1418.706889	1323.310911	1336.312964	1399.663417	1392.909576	1196.327298	1084.419609	1387.418123	1259.656897	1363.225793	1347.131418	1171.098528	1392.15797	1264.739154	1575.75546	1316.144756	1229.581902	1197.869451	1277.900081	1277.404923	1186.012189	1287.421881	1244.16046	1376.623137	1391.588237	1174.479715	1546.659391	1565.974471	1481.77112	1561.967088	1293.240473	1220.502664	1375.43806	1501.576321	1600.661519	1718.205016	1563.301986	1563.953189	1414.317288	1492.801317	1758.03306	1539.419076	1599.468218	1625.862102
Cdsn	0	0	1.378556361	0	0	0	0	5.165684863	0	0	0	0	0	0	15.62894261	0	0	0	0	0	0	0	121.2313599	0	0	0	1.436880912	1.423669399	0	0	0	6.196243221	0.9509398983	0	0	0	0	0	0	0	0	0	0	0	0	0	2.353805852	0	0	0	0	2.488478518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7331559688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp7b1	829.6836225	789.4855292	1180.044245	881.8911992	703.611009	718.7042385	1029.010601	807.1382599	563.2865845	1580.328081	730.8019783	1003.617696	743.289992	956.5641016	734.5603027	1318.648614	729.1085024	839.1188197	937.7839024	623.2162819	624.3557092	695.9023132	652.4699031	1800.973914	1077.051949	1103.325512	1975.711254	1131.105337	1216.219507	1207.925526	1237.826492	1286.753176	1046.509358	1413.003624	1144.314541	1278.651558	692.5303777	1059.838734	930.0992982	790.0058141	1266.041468	644.5356997	1078.766965	988.0563006	798.8617922	1607.213338	792.0556692	663.5783589	485.20545	949.8743199	1544.006411	843.5942178	702.7970973	518.3146354	1073.362622	585.0433342	785.5013668	699.9835777	580.5738083	625.9323329	512.9059341	797.2674894	761.5797067	587.7646904	639.0529452	757.0940061	726.0623745	831.3694778	1441.105974	1085.668919	685.5008309	748.2759592	808.4344653	1346.540342	950.5768376	1314.7865	1511.497765	748.1066669	862.064676	951.9988694	1718.596588	1059.361528	1072.554515	1075.713387	1048.814552	874.068418	913.1100786	1147.629948	882.3097945	1258.552907	1064.741408	866.1919387	904.2831513
Foxp3	2.79354755	29.19319481	2.757112723	9.861403186	7.549474345	2.613469958	6.787668873	7.748527295	34.97925257	4.907851182	0	4.460523093	8.01390827	12.20107272	1.041929507	5.766684899	10.8498289	2.129743197	3.261857052	12.2199271	7.660806248	16.60504435	4.086450332	1.461236442	3.481848972	0.7572584158	0.7184404562	0.7118346995	2.137468378	4.799704075	1.231055686	1.376942938	1.426409847	4.735663591	0	0.9443512248	0.8700130373	0.8424791211	0	0	0.8606672115	0	1.588758417	3.531926008	3.595237589	0	3.530708778	0.8378514632	2.15168714	0.8139454327	0	3.732717778	2.224041447	0.9761104244	0.7933204894	3.134160719	0.7523959452	2.35156857	4.811385151	2.232814505	5.503282554	2.448108975	0	2.155616224	0.7607773157	3.479292308	2.002010224	1.468850668	1.789082525	2.26338204	2.932623875	4.044734915	1.473900575	2.937906201	0.8083136374	5.040715017	3.693336016	5.776885458	4.201094912	1.0867567	1.150332388	2.886543673	0	1.229386728	5.141247805	0	3.508588198	0	2.639012346	2.570223772	4.690490785	2.986868754	1.026428095
Cep104	493.0611427	488.6686957	412.1883521	408.5438463	523.9335196	482.1852073	503.6450304	448.1231619	433.0190232	284.6553685	270.7489257	265.401124	358.6223951	397.7549708	658.4994487	324.8565826	236.5262701	404.6512075	327.8166337	408.4947058	423.2595452	434.7502521	509.4441414	323.6638718	417.2415685	327.1356356	319.706003	359.4765232	359.0946875	315.1805676	310.2260328	327.7124193	336.632724	378.2611293	320.5278951	395.6831632	476.7671444	559.4061364	463.7396501	414.010046	468.202963	509.7308474	541.7666202	422.0651579	439.3380333	363.7470715	347.1863632	381.2224158	499.1914164	405.3448255	398.2864109	350.8754711	438.1361651	502.6968686	353.0276178	311.3266314	416.8273536	367.6285531	392.1278898	379.5784659	303.781197	367.2163462	344.3069932	430.404706	372.0201074	331.2286277	389.0573202	431.8420963	373.0237065	320.6457891	365.8448284	364.8350893	451.0135759	355.4866503	345.9582368	388.1350563	360.1002616	404.3819821	467.1617543	346.6753874	289.8837618	342.0554253	370.615372	346.6870572	337.265856	436.4774775	375.4189372	362.8696598	389.6941565	456.6430901	337.7153365	403.973999	390.0426759
Atp8b1	1152.338365	1276.884956	1220.02238	1482.028022	1200.366421	1142.086372	1364.321443	1171.319043	1873.199284	1293.218786	1204.062296	1378.301636	905.5716345	824.7925161	1711.890181	1232.14834	996.0142934	713.4639711	965.5096873	993.3055026	988.244006	2693.036284	1668.633886	2690.866907	2204.590707	2731.431106	3146.050758	2743.410932	2263.579012	3483.785208	3943.686889	2858.533539	2625.545059	3540.500492	4319.637614	4553.661606	3151.187221	3373.286401	3224.344234	4196.085124	4601.126913	3208.355483	3389.616083	3333.25517	4313.566059	4010.06808	3833.17283	3672.302963	3273.791983	3005.900483	4067.349105	3605.805373	3700.804968	3544.256951	3318.459607	3489.365601	3025.384096	3869.89801	3529.151008	3885.097239	3482.4772	2974.452404	3828.420143	3392.221398	3764.326158	3956.651212	3782.464649	3813.136333	3876.04729	3316.60915	3834.405717	3703.359288	3731.179305	3991.635225	3194.455495	2512.796436	2637.96525	3123.369405	2015.685339	2447.376089	2987.413212	2784.071373	2202.453529	3262.792375	3770.59114	3230.156026	2259.5308	2787.101302	2367.194075	3256.473519	3867.778701	2485.821521	2568.123093
Tusc3	262.5934697	247.5075212	249.5187014	304.2947269	262.7217072	244.3594411	289.154694	246.6614522	201.4322476	201.2218985	81.44479878	176.1906622	110.1912387	141.5324436	352.1721735	209.5228847	260.3958937	142.6927942	154.93821	122.199271	126.4033031	274.7380065	213.8575674	728.4263661	733.5095167	767.1027752	830.5171673	657.0234276	681.8524125	512.7683854	382.8583183	529.4345597	569.6129991	378.8530872	423.1267774	376.7961387	366.2754887	312.5597539	261.1264696	548.0967721	341.684883	346.2799641	285.9765151	307.2775627	542.8808759	295.5998099	287.1643139	236.2741126	178.5900326	254.7649204	315.5255982	238.8939378	255.0234193	205.9592996	272.9022484	370.8756851	243.7762862	277.4850913	220.5218194	273.8919126	353.31074	248.8910791	310.8643713	194.0054601	274.640611	313.8321661	346.3477687	248.9701881	367.6564589	318.382407	367.3111404	330.859316	263.8282029	343.7350255	299.0760458	593.9642529	662.9538149	604.6473446	571.3489081	719.4329355	853.5466319	623.4934334	679.6385046	521.2599725	403.0738279	416.4351444	372.7874961	508.2361199	591.1387656	379.5363769	388.372637	425.6287975	578.9054453
Zup1	291.925719	252.5845986	293.632505	322.6087614	268.7612867	284.8682254	283.7245589	269.9070341	367.8852426	473.6076391	578.9184346	414.8286477	627.0883221	551.4884871	207.343972	251.8119072	366.724217	613.3660408	391.4228462	438.1716716	451.9875686	230.9610714	196.149616	338.2762362	452.0600582	610.3502831	539.5487826	468.3872322	387.5942658	496.7693718	493.65333	514.9766588	436.4814133	405.4911949	551.937053	412.6814852	420.216297	409.4448529	503.0396204	317.2464293	446.6862828	423.7927542	428.9647726	494.4696411	324.2904305	660.2319107	734.3874258	823.6079883	1013.444643	736.6206166	657.7760422	726.6357274	820.671294	947.8032221	830.6065524	483.705471	495.0765319	373.8994026	501.9878508	371.3914793	529.4157817	528.7915385	405.8718198	491.480499	380.3886578	498.9305169	463.7990352	529.5206656	559.9828303	477.5736105	499.2792148	444.9208406	520.2869029	504.3405645	456.6972051	270.5183726	277.0002012	288.8442729	370.5365713	512.9491625	441.727637	411.3324734	361.0579556	461.0200229	434.9495643	485.4698475	681.5432575	475.4466928	391.4534981	366.6852581	485.9348453	517.4750117	487.5533449
Mmd2	177.3902695	232.2762891	192.9978906	570.5526129	422.7705633	409.0080485	333.9533085	437.7917922	413.7201252	947.2152781	460.0530526	296.6247857	378.6571658	470.9614071	635.5769995	532.457239	2712.457226	223.6230357	345.7568475	296.7696581	170.452939	603.8197946	508.0819913	551.6167567	721.9033535	619.4373841	701.1978852	996.5685792	1110.771067	730.3549701	827.2694208	476.4222566	666.6088687	416.146438	586.3863127	339.0220897	287.1043023	269.5933188	508.2796165	606.8461109	338.2422141	318.4764634	268.5001725	513.0122526	575.2380142	1667.395335	755.5716785	568.9011435	420.6548358	726.8532714	1633.663958	691.7970281	596.784455	464.628562	618.7899817	3980.384113	451.4375671	617.6786778	456.2796919	328.9680037	3639.871081	434.1313248	579.9254653	497.9473477	350.7183425	490.5802154	519.8553214	210.7800708	358.7110463	347.8063735	464.0877283	564.6449941	212.2416828	372.1347855	338.6834141	696.4587915	551.2304004	412.084496	815.852632	589.0221315	744.2650551	1131.52512	1060.873228	788.0368925	860.6448825	411.9812926	393.8390253	578.1868977	648.3173664	401.8116496	601.3209187	778.8260277	964.8424089
Stau1	3529.64733	3226.482661	3924.749961	3612.09111	3794.365806	3726.80816	3714.212407	3604.356613	3577.533211	3661.256982	2408.124591	3195.964796	2750.774014	3343.093926	3188.304293	3461.933168	2975.023086	3013.586624	3128.120913	2869.937164	3305.637896	3900.675873	3771.793657	2850.872297	2894.577112	2710.22787	2970.032846	2584.671794	2981.768387	3196.602914	3156.426778	2674.023186	2803.37082	3232.682358	3160.345134	3339.225931	3259.938851	3356.436819	3492.457365	2824.115272	3378.118805	3408.8777	3409.475563	3580.48999	2723.03295	2941.837629	2496.211106	2659.340544	2823.013527	3079.155572	3016.459203	2453.639819	2764.483519	2817.054685	3281.173544	2851.041534	3199.939955	3129.153911	2971.832228	2863.956739	3013.597527	3177.645449	2977.153405	2965.409385	2891.714577	2879.462314	2829.507783	3227.064917	2905.470021	3159.681328	3027.200995	2894.412305	3068.660997	3155.31126	2993.185399	3070.635565	2750.611998	2603.449713	2821.455343	2754.928235	3020.772851	2646.960548	3141.204214	3202.552426	3128.963414	2866.053641	2811.256294	2647.199747	2810.548149	3161.375239	3306.796004	2883.821782	2620.470925
Sgcz	0	1.26926934	0	1.408771884	0	0	0	2.582842432	3.618543369	0	0	2.230261547	0	0	1.041929507	1.9222283	0	0	0	0	0	1.509549486	2.724300222	0.7306182208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.493330697	0	0	0	0.7943792085	0	0.7190475177	1.770058742	5.88451463	0.8378514632	3.22753071	3.255781731	2.586275395	7.465435555	1.482694298	0.9761104244	4.759922937	0	2.257187836	1.56771238	0	0	1.100656511	1.63207265	0	0.7185387413	0	1.391716923	2.669346965	0	2.683623787	3.772303401	0	0	0.7369502874	0.979302067	0	1.680238339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncam1	9.777416427	16.50050141	13.78556361	2.817543767	10.56926408	3.920204937	1.357533775	11.62279094	21.71126022	7.361776773	24.21331856	4.460523093	8.01390827	0	186.5053818	9.611141498	13.01979469	14.90820238	9.785571155	5.237111613	0	12.07639589	89.90190731	39.45338392	43.52311215	46.19276336	56.03835558	27.76155328	29.92455729	27.19832309	15.38819607	39.9313452	45.64511512	25.4541918	11.98235122	11.3322147	12.18018252	16.84958242	7.859994069	37.32310933	2.582001634	10.95289424	16.68196338	11.47875952	44.5809461	15.04549931	20.00734974	5.864960242	5.37921785	8.953399759	11.20719338	14.93087111	9.637512938	7.808883395	15.86640979	20.89440479	9.781147288	10.97398666	14.43415545	10.41980102	20.91247371	11.42450855	22.80178763	20.11908476	10.65088242	21.57161231	13.34673483	11.75080534	8.945412625	16.59813496	16.12943131	11.32525776	10.31730402	6.855114469	12.9330182	64.68917605	36.01002616	59.69448307	33.6087593	39.12324121	59.81728418	27.42216489	26.54837909	20.89957437	12.33899473	33.40388859	17.54294099	39.34731251	34.3071605	14.56460137	17.82386498	37.33585943	49.26854854
Cfap70	1.396773775	0	0	2.817543767	0	0	1.357533775	1.291421216	1.206181123	7.361776773	0	0	2.003477067	0	15.62894261	0	6.509897343	2.129743197	4.892785578	1.745703871	0	1.509549486	2.724300222	1.461236442	2.90154081	6.058067326	1.436880912	7.830181694	2.137468378	0	0	4.130828814	0.9509398983	1.183915898	0	3.777404899	1.740026075	1.684958242	0	2.764674765	0	0	0	0	2.876190071	0	4.707611704	4.189257316	3.22753071	0.8139454327	4.310458992	1.244239259	2.224041447	0.9761104244	3.173281958	2.089440479	0	1.56771238	1.60379505	2.232814505	0	1.63207265	0	0	4.564663894	1.391716923	2.002010224	0	0.8945412625	3.017842721	3.665779844	0	1.473900575	3.917208268	4.849881824	6.720953356	3.693336016	3.851256972	5.041313895	8.694053602	1.150332388	1.443271837	1.061935163	2.458773455	4.112998244	4.453851812	2.631441149	1.092980903	1.759341564	1.713482514	2.814294471	1.493434377	2.052856189
Flicr	2.79354755	5.077077358	1.378556361	4.226315651	1.509894869	2.613469958	4.072601324	2.582842432	1.206181123	9.815702364	11.00605389	8.921046186	0	4.88042909	7.293506552	15.3778264	6.509897343	2.129743197	6.523714104	8.728519355	0	6.038197946	2.724300222	5.844945766	1.740924486	0	0.7184404562	2.847338798	3.562447296	5.599654754	5.539750586	2.065414407	2.377349746	4.143705642	2.995587804	1.88870245	3.480052149	2.527437363	0.8733326743	0.6911686912	4.303336057	1.685060653	2.383137626	2.648944506	4.314285106	6.195205597	5.88451463	2.51355439	5.37921785	1.627890865	6.034642589	14.93087111	5.930777193	8.78499382	3.173281958	6.268321438	4.514375671	3.13542476	8.018975252	0.7442715017	5.503282554	4.896217949	1.520119175	0.7185387413	1.521554631	4.175150769	1.334673483	3.672126669	1.789082525	3.017842721	2.199467906	4.853681898	2.210850862	0.979302067	4.041568187	3.360476678	0.9233340041	4.814071215	6.72175186	2.1735134	1.150332388	5.773087346	1.061935163	4.917546911	3.084748683	2.226925906	4.385735248	4.371923612	1.759341564	2.570223772	0.938098157	2.240151566	6.158568567
Ajap1	5.587095101	7.615616037	1.378556361	4.226315651	0	6.533674895	2.715067549	5.165684863	0	0	0	0	0	0	30.21595571	1.9222283	0	0	0	0	9.57600781	0	1.362150111	4.383709325	2.321232648	3.786292079	2.155321369	9.253851093	2.849957837	10.39935883	3.077639214	0	6.656579288	7.695453335	1.497793902	0.9443512248	1.740026075	2.527437363	0	2.073506074	0	0	0.7943792085	0	2.876190071	0	7.061417556	1.675702926	1.07584357	0	0	9.953914074	1.482694298	0.9761104244	0.7933204894	2.089440479	3.009583781	3.13542476	0.8018975252	2.232814505	1.100656511	0	0	0	0.7607773157	0.6958584615	0.6673367413	2.203276001	5.367247575	2.26338204	3.665779844	4.044734915	1.473900575	2.937906201	0.8083136374	6.720953356	2.770002012	2.888442729	5.041313895	3.260270101	4.601329552	4.32981551	5.309675817	8.605707094	7.197746927	5.567314765	5.262882298	3.278942709	3.518683129	6.853930058	5.628588942	7.467171886	7.184996662
Rsph4a	39.10966571	52.04004292	89.60616349	102.8403475	96.63327162	129.3667629	105.8876344	111.0622246	104.9377577	68.70991655	92.45085267	118.203862	84.14603683	95.16836725	53.13840488	53.82239239	19.52969203	76.6707551	65.23714104	24.43985419	67.03205467	84.53477124	80.36685654	94.24975048	84.14468349	91.62826831	91.24193793	113.1817172	89.77367187	202.3875218	137.8782368	163.8562096	189.2370398	195.9380811	214.933425	71.77069308	133.1119947	103.6249319	64.6266179	96.07244808	71.43537855	133.1197916	133.455707	60.04274213	112.1714128	137.1795525	200.0734974	165.8945897	101.1292956	126.9754875	139.6588714	226.4515452	176.4406215	102.4915946	112.6515095	42.83352983	112.1069958	103.4690171	74.57646985	116.8506258	27.51641277	110.1649039	114.7689977	58.92017679	111.8342654	111.3373538	139.4733789	98.41299472	107.3449515	82.99067482	120.9707349	122.1509944	82.53843219	112.6197377	94.57269558	90.73287031	74.79005433	112.6492664	74.77948944	86.94053602	98.92858537	99.58575672	53.09675817	189.3255561	130.5876942	171.4732947	107.0119401	147.5524219	143.3863375	164.4943214	203.5673001	119.4747502	122.1449433
Ppp1r3f	20.95160663	10.15415472	11.02845089	11.27017507	16.60884356	9.147144854	19.00547284	16.78847581	24.12362246	9.815702364	48.42663712	26.76313856	14.02433947	14.64128727	45.84489833	9.611141498	6.509897343	27.68666156	11.41649968	5.237111613	13.40641093	13.58594538	20.43225166	18.99607374	15.08801221	19.68871881	7.184404562	12.10118989	16.38725756	18.39886562	12.31055686	12.39248644	9.509398983	9.471327181	22.46690853	42.49580512	28.71043023	24.43189451	29.69331093	12.44103644	14.6313426	19.37819751	30.18640992	30.90435257	17.97618794	16.81555805	42.36850534	40.21687023	60.24723991	30.11598101	19.82811137	32.35022074	42.2567875	58.56662547	26.97289664	28.20744647	20.31469052	25.86725427	41.69867131	12.65261553	38.52297788	26.92919872	25.08196639	38.08255329	15.21554631	26.44262154	25.35879617	21.29833468	21.4689903	24.89720244	24.19414697	17.79683362	19.16070747	30.35836408	19.3995273	10.08143003	4.61667002	14.44221365	19.3250366	19.5616206	14.95432104	7.216359183	12.74322196	13.523254	21.59324078	10.02116658	20.17438214	13.11577084	15.83407408	6.853930058	10.31907973	19.4146469	12.31713713
X2210406O10Rik	25.14192795	11.42342406	12.40700725	11.27017507	34.72758199	30.05490452	28.50820927	32.2855304	8.443267862	36.80888386	28.61574011	11.15130773	16.02781654	29.28257454	20.83859015	13.4555981	54.24914452	25.55691837	24.46392789	26.18555806	42.13443436	12.07639589	16.34580133	24.11040129	10.44554692	12.11613465	12.21348775	29.89705738	12.11232081	8.799457471	7.386334115	19.9656726	19.49426792	17.75873846	11.98235122	9.443512248	12.18018252	15.16462418	11.35332477	12.44103644	14.6313426	18.53566718	7.943792085	6.180870513	8.628570213	11.50538182	14.12283511	11.72992048	12.91012284	13.83707236	4.310458992	9.953914074	11.86155439	16.59387722	18.24637126	20.89440479	12.79073107	3.13542476	12.8303604	11.90834403	14.30853464	13.0565812	10.64083423	4.311232448	9.890105104	18.09232	10.01005112	7.344253338	11.62903641	9.053528162	8.797871626	5.66262888	14.00205546	17.62743721	10.50807729	17.64250256	20.31334809	18.29347062	21.84569354	14.1278371	13.80398866	23.09234938	13.80515712	15.98202746	10.28249561	12.24809248	10.5257646	21.85961806	14.9544033	8.567412572	13.1333742	16.42777815	12.31713713
