	Mmus_C57.6T_LVR_BSL_Rep1_B1	Mmus_C57.6T_LVR_BSL_Rep2_B2	Mmus_C57.6T_LVR_BSL_Rep3_B3	Mmus_C57.6T_LVR_FLT_Rep1_F1	Mmus_C57.6T_LVR_FLT_Rep2_F2	Mmus_C57.6T_LVR_FLT_Rep3_F4	Mmus_C57.6T_LVR_GC_Rep1_G2	Mmus_C57.6T_LVR_GC_Rep2_G3	Mmus_C57.6T_LVR_GC_Rep3_G5	Mmus_C57.6J_LVR_FLT_C_Rep1_M25	Mmus_C57.6J_LVR_FLT_C_Rep2_M26	Mmus_C57.6J_LVR_FLT_C_Rep3_M27	Mmus_C57.6J_LVR_FLT_C_Rep4_M28	Mmus_C57.6J_LVR_FLT_C_Rep5_M30	Mmus_C57.6J_LVR_FLT_I_Rep1_M21	Mmus_C57.6J_LVR_FLT_I_Rep2_M22	Mmus_C57.6J_LVR_GC_C_Rep1_M36	Mmus_C57.6J_LVR_GC_C_Rep2_M37	Mmus_C57.6J_LVR_GC_C_Rep3_M38	Mmus_C57.6J_LVR_GC_C_Rep4_M39	Mmus_C57.6J_LVR_GC_C_Rep5_M40	Mmus_C57.6J_LVR_GC_I_Rep1_M31	Mmus_C57.6J_LVR_GC_I_Rep2_M32	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep1_B2	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep2_B4	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep3_B6	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep4_B7	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep1_F1	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep2_F2	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep3_F3	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep4_F4	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep1_G1	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep2_G2	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep3_G3	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep4_G5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep5_M20	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep5_M20	Mmus_BAL.TAL_LVR_BSL_Rep1_B1	Mmus_BAL.TAL_LVR_BSL_Rep2_B2	Mmus_BAL.TAL_LVR_BSL_Rep3_B3	Mmus_BAL.TAL_LVR_BSL_Rep4_B4	Mmus_BAL.TAL_LVR_BSL_Rep5_B6	Mmus_BAL.TAL_LVR_BSL_Rep6_B7	Mmus_BAL.TAL_LVR_FLT_Rep1_F1	Mmus_BAL.TAL_LVR_FLT_Rep2_F2	Mmus_BAL.TAL_LVR_FLT_Rep3_F3	Mmus_BAL.TAL_LVR_FLT_Rep4_F4	Mmus_BAL.TAL_LVR_FLT_Rep5_F5	Mmus_BAL.TAL_LVR_FLT_Rep6_F6	Mmus_BAL.TAL_LVR_GC_Rep1_G1	Mmus_BAL.TAL_LVR_GC_Rep2_G2	Mmus_BAL.TAL_LVR_GC_Rep3_G3	Mmus_BAL.TAL_LVR_GC_Rep4_G5	Mmus_BAL.TAL_LVR_GC_Rep5_G6	Mmus_BAL.TAL_LVR_GC_Rep6_G7
Dnpep	1780.886563	1651.319411	1772.823481	1522.882406	1780.166051	1761.478752	1778.369245	1610.402256	1389.520654	1030.648748	836.4600956	1331.466143	1071.860231	1137.139978	1479.539901	1776.138949	1252.070256	1213.953622	1394.44389	1255.161083	1288.930651	1834.102626	1725.84419	1671.654489	1421.754997	1508.458764	1520.938446	1671.387874	1634.45082	1546.304663	1902.596562	1611.023238	1488.220941	1647.418972	1440.128837	1709.275717	1518.17275	1461.701275	1406.065606	1738.980427	1680.883064	1473.585541	1446.564539	1485.174886	1691.918809	1361.175173	1295.770122	1422.671785	1499.725936	1465.101779	1393.140346	1369.907424	1455.264454	1540.30225	1268.519463	1422.908967	1669.566602	1681.371528	1441.81175	1778.064618	1488.087603	1699.803665	1632.607994	1572.162766	1775.654255	1572.640123	1500.840331	1606.92263	1566.341751	1536.836405	1612.209975	1551.560313	1688.353108	1623.682827	1561.661947	1741.567038	1670.311213	1602.1229	1609.019351	1499.724246	1686.387281	1834.398504	1737.325927	1861.291506	1926.939677	1531.01156	1197.305723	1572.799519	1637.946996	1684.353312	1594.766867	1492.68766	1587.884262
Obsl1	64.25159366	35.53954151	28.94968359	40.85438463	55.86611015	33.97510946	43.44108079	55.53111228	48.24724493	12.26962795	33.01816167	26.76313856	54.09388082	39.04343272	217.763267	17.3000547	52.07917874	23.42717517	47.29692725	29.67696581	28.72802343	28.68144024	178.4416645	44.56771147	56.28989171	52.25083069	41.66954646	37.01540437	74.81139322	37.59768192	30.1608643	45.43911696	46.59605502	33.14964513	18.72242378	48.16191246	33.06049542	48.86378902	50.65329511	41.47012147	41.31202615	34.54374338	35.74706438	44.14907509	40.26666099	32.74608672	48.25301997	56.13604804	72.08151918	42.3251625	35.34576374	52.25804889	34.84331601	54.66218377	30.93949909	30.29688695	34.61021348	44.67980283	40.89677379	40.19066109	34.12035184	53.85839744	26.60208556	49.57917315	31.19186994	49.40595077	30.6974901	30.11143868	32.20348545	30.93288789	53.52038572	33.97577328	50.11261954	33.29627028	45.26556369	68.04965273	44.3200322	57.76885458	68.89795656	57.59810511	74.77160522	51.95778612	54.15869334	39.34037529	33.93223551	51.21929583	37.71732313	40.44029341	49.2615638	31.69942652	37.52392628	68.69798135	64.66496996
Stk11ip	280.7515288	242.4304439	256.4114832	329.6526208	363.8846634	327.9904798	260.6464847	339.6437798	355.8234313	296.9249965	416.028837	341.2300166	388.6745511	361.1517526	355.297962	347.9233222	351.5344565	436.5973554	353.9114901	368.3435168	333.2450718	230.9610714	273.7921723	196.5363014	240.2475791	161.2960426	156.6200194	195.7545424	230.1340953	267.1835269	233.2850525	249.2266718	229.6519854	285.3237313	257.6205512	183.2041376	213.1531941	204.7224264	197.3731844	147.9100999	139.4280883	197.1520964	175.5578051	189.8410229	144.5285511	229.2226071	185.9506623	263.9232109	329.2081324	258.0207022	278.4556509	192.8570852	306.1763726	313.3314462	268.1423254	285.2086254	319.7682767	285.3236532	284.6736215	266.4491976	320.2910447	306.0136218	291.102822	318.3126624	283.7699387	227.5457169	245.5799208	223.2653015	228.1080219	208.2311477	220.6799466	223.2693673	205.6091302	245.8048188	231.1777003	278.0794451	245.6068451	228.1869756	248.7048188	210.8307998	149.5432104	275.6649208	232.5638008	272.9238536	273.5143832	267.2311087	302.6157321	312.5925382	281.4946503	355.5476217	303.9438029	301.6737442	266.8713046
Trip12	5148.508135	4813.069336	4988.995472	5516.750697	5360.126785	5509.194672	6190.354012	5174.724812	5924.761677	3408.502646	2513.782708	2758.833533	3405.911015	3340.653712	5203.39596	4090.501822	3079.181443	3077.47892	3079.193057	3517.5933	3296.061888	5437.39725	4707.590783	8967.608042	8517.182893	7989.833545	8430.898753	8345.550016	9253.100608	9093.03937	8947.312724	8598.320177	8816.163797	9320.377904	9312.533587	9576.665771	10065.18083	9852.793321	9737.659319	9424.085105	9617.095421	9941.015321	9860.629116	9534.434258	9284.341549	9971.625922	8796.172469	9091.526227	8949.942658	9057.584775	9888.192929	8606.402956	8916.182162	8514.611232	9719.762636	9400.392717	9127.315211	9410.193561	8990.875053	10217.35918	9072.711619	9087.380514	9444.500435	8554.922254	9913.689201	9160.280787	9581.620931	9969.08948	9856.05563	9716.6991	8943.036508	9448.500761	9640.78366	9509.023071	9597.916131	9221.988124	8384.796091	8191.62358	8035.01413	7654.027439	8001.712091	8135.723343	8815.123792	8600.789547	8533.443106	8072.606409	7695.211066	8104.453395	8677.072595	8922.960194	8675.531756	8027.956494	7291.745184
Slc16a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.041929507	0	0	0	0	0	1.915201562	0	1.362150111	1.461236442	0.580308162	2.271775247	0.7184404562	1.423669399	2.849957837	0.7999506792	0.6155278429	2.065414407	0	1.775873846	1.497793902	0	0	0	0	0	0	0	0.7943792085	0	0	0.8850293709	4.707611704	0	1.07584357	0.8139454327	0	1.244239259	0	0	0.7933204894	0	0	0.78385619	0	0	0	0	0.7600595876	0	0	0	0	0	0	0	0	0	1.473900575	0	0	1.680238339	0	0	1.680437965	0	0	0	1.061935163	0	0	0	0.8771470496	1.092980903	0	0	0	0	0
Sp100	905.1094063	1019.22328	794.0484642	950.9210215	653.7844783	637.6866698	727.6381032	923.3661693	1225.480021	701.822719	983.9412178	582.0982637	781.3560563	510.0048399	647.0382241	759.2801783	575.0409319	583.549636	810.5714774	750.6526645	785.2326404	723.074204	671.5400046	550.8861385	564.0595334	766.3455168	668.8680647	578.7216107	493.7551953	491.9696677	477.0340782	538.3846888	535.8546327	412.0027324	534.7124231	471.2312612	595.9589306	619.222154	602.5995453	508.7001567	496.604981	590.6137588	606.1113361	550.9804572	485.3570745	638.1061764	856.7853301	674.4704279	630.444332	598.249893	705.1910912	757.7417089	664.9883927	613.973457	611.6500973	566.2383699	543.9822684	586.3244302	696.0470519	449.539987	562.435477	501.0463035	571.5648099	673.9893393	429.8391834	738.3058277	689.3588537	691.0942391	745.1528717	745.407152	774.2127031	653.6291622	708.9461765	733.4972482	780.8309737	475.50745	536.4570564	567.0975892	580.5913169	759.6429334	644.1861373	623.4934334	460.8798609	508.9661053	463.740552	493.2640881	650.8431108	525.7238143	522.5244446	408.6655797	593.8161334	539.1298101	636.3854186
Itm2c	1428.899572	1468.544626	1175.908576	1228.449083	1260.762216	1083.283298	1224.495465	1685.304687	1324.386873	534.9557788	424.8336801	684.6902948	524.9109917	458.7603344	4620.957365	1514.7159	681.3692552	509.0086241	764.9054786	731.4499219	538.1716389	1426.524265	1294.042605	1333.378253	1243.600391	1157.848118	1201.232443	1208.69532	1187.007439	1027.136672	1071.633974	1085.031035	1257.618015	1082.09913	1090.393961	882.024044	983.9847452	1077.530796	992.9792507	1311.147007	969.1112801	1133.203289	1101.803962	1011.01382	1323.76648	1100.091508	1116.880877	821.9322854	762.7730911	886.3865762	1101.753318	1154.654033	849.5838328	832.622192	826.63995	1140.834502	988.648272	1186.758272	1040.862988	1053.144175	1069.838129	963.7388997	1193.293552	1107.2682	1022.484712	1166.95464	1215.887543	1047.290526	1165.587265	1204.873706	1163.518523	1324.246211	1109.110183	1201.603636	1200.345752	1481.970215	1433.937708	1466.366092	1387.20154	1287.80669	1351.640556	1280.182119	1242.464141	1190.046352	1145.470011	1164.682249	1030.647783	1247.09121	1443.539753	1223.426515	1231.72288	1179.813158	1249.162991
X4933407L21Rik	0	1.26926934	0	0	0	0	0	0	0	0	0	0	0	0	2.083859015	0	0	0	0	3.491407742	0	0	0	0	0.580308162	0	0	0	0	0	0	0	0	1.183915898	0	0	0	0	0	0	0	0	0	0	0	0.8850293709	8.238320482	0	0	0	0.8620917985	12.44239259	0	0	0	1.04472024	0	0	0	0	4.402626043	0	0	0	0	0	0	0	0	0	0	0.8089469829	0	0.979302067	0.8083136374	0	0	0	0	0	0	0	2.123870327	0	0	2.226925906	0	0	0	0	0	0	0
Spata3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.49120937	0	0	0	0	0	0	0	0	0	0	0	0.4754699491	0	0	0	0	0	0	0	0	0	0	0	0	0	1.176902926	0	0	0	0	0	0	0	0.7933204894	0	0	0	0	2.232814505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938098157	0.7467171886	1.026428095
X2810459M11Rik	1958.276833	1836.632734	1969.957041	2020.178881	1665.414041	1673.927508	1576.096712	1632.356417	1688.653572	1997.495431	1855.620686	2223.570762	1885.271921	2252.318025	1909.856787	2967.920495	2373.942564	2430.036988	2312.65665	3014.830585	2240.785827	2418.298277	2006.447113	2387.660345	2797.665649	2286.920416	2389.532957	2914.25126	2329.128042	3274.998081	3517.126094	3144.249199	2451.047588	3940.664065	3618.670068	2289.107369	1867.047978	1879.570919	1803.431972	1568.952929	2378.023505	2017.860132	1828.660938	1847.197302	1637.990245	2369.223626	1895.990614	2247.117624	2631.513372	2459.743098	2412.132852	2057.971735	2181.78466	2699.921434	2245.890306	2737.167028	2781.607809	2915.161171	3090.513062	3002.391238	2544.717853	2785.131977	3043.278589	3125.643525	2877.259808	2022.860548	2059.401184	2725.452414	2368.745263	1910.294442	2075.564548	2049.062708	2749.561522	2532.475145	1853.463171	2770.713021	2564.098529	3023.236723	2876.909796	2233.285019	2430.652336	3081.385371	2385.106377	3417.695103	3819.947119	4119.812926	3909.4444	3281.128671	2654.846421	4226.304622	3769.278395	4318.265501	3709.511134
Htr2b	1.396773775	0	0	0	0	0	0	1.291421216	3.618543369	0	0	0	0	0	0	0	0	0	1.630928526	0	0	0	6.810750554	3.653091104	1.160616324	0	1.436880912	0	0	0	1.846583529	0	0	0	1.497793902	0	0.8700130373	1.684958242	0	2.764674765	0	0.8425303263	0	0	0.7190475177	0.8850293709	1.176902926	0	1.07584357	0	0.8620917985	2.488478518	0.7413471491	0	0.7933204894	1.04472024	0.7523959452	1.56771238	0.8018975252	0	0	0	0	2.155616224	0	0	0	0	0	0	0	0	0	0	0	0.8401191695	0	0.9628142431	0	0	0	0	1.061935163	0	1.028249561	0	0	0	0.8796707821	0.8567412572	0.938098157	0	0
Psmd1	3028.205545	3689.76597	3680.745485	3738.880579	3895.528762	4112.294979	4095.679398	3570.779662	3940.593729	5241.585062	8432.83849	5629.180144	6054.507698	4738.896646	4692.850501	4574.903353	3829.989603	4084.847452	4519.302945	4268.245965	4175.139405	4960.379612	5140.754518	5286.753445	4529.885512	4788.144963	5623.951891	5286.084478	4910.477353	6212.416975	7114.886336	5189.009462	4335.810466	6908.741221	5913.290326	6050.458297	4711.120597	4679.971518	4808.569705	5451.938636	6256.18996	4579.994854	4620.903856	5033.877542	5356.18496	5447.355778	6170.502041	5431.791036	4316.284402	4793.324653	5594.11368	6158.984333	5631.272944	4110.400997	5012.198852	4412.898293	5189.274834	5568.514374	4642.184773	5980.965788	4421.337204	5118.17983	5594.798624	4489.430056	6004.815353	4852.221052	5111.799438	5010.984052	4947.707723	4869.28923	4890.883468	5015.471294	5000.94465	5157.983987	4878.172802	5542.266161	5053.407004	4587.809868	4017.927174	4563.291384	5368.601255	5142.377554	4531.277342	6055.959021	6678.480898	5496.053136	4934.829301	4744.6301	4070.236709	6421.275723	5565.736366	4977.616779	5202.964011
Ncl	9088.806955	8374.639102	7997.005453	7122.750644	7785.017945	7903.133154	8260.593018	8124.330869	6548.357318	4625.649739	4398.019134	4529.661201	3796.589043	4053.196359	6526.646434	6306.831051	4133.784813	4106.144884	4576.385444	4477.730429	5383.631591	6163.490553	6407.554121	4158.678913	3618.801698	3124.448224	3449.23263	3227.458527	3377.200037	3560.580473	2929.912532	3354.921469	3241.754113	3440.459599	2785.147761	3395.887004	3600.113948	4064.11928	3893.317062	2734.954511	3381.561474	3531.044598	4256.283799	3823.309903	2824.41865	2665.708465	2996.39485	2578.906804	2855.288835	2721.019581	2635.414628	2953.824001	2595.456369	2646.235361	2748.062175	2919.99307	3391.048525	3115.044499	3069.663727	3138.592923	3057.623787	3411.031838	3126.885143	3055.945267	3112.339998	3290.018806	3142.488715	3405.530273	3267.759232	3254.743374	3139.373859	2987.441208	3246.266016	3289.475643	3350.460027	5037.35454	4550.189972	3875.327328	3980.11732	3317.868206	3570.631733	3410.45135	3836.771746	3571.368444	2926.39825	2835.990141	2758.627471	3731.436803	3453.587491	3721.684021	3176.40036	2806.909912	2077.490463
Epha4	20.95160663	20.30830943	13.78556361	21.13157826	13.58905382	6.533674895	2.715067549	19.37131824	14.47417348	24.53925591	15.40847545	13.38156928	22.03824774	2.440214545	64.59962946	17.3000547	36.88941828	10.64871599	9.785571155	8.728519355	5.745604686	40.75783613	40.86450332	55.52698478	34.23818156	59.82341485	45.26174874	34.16806557	44.88683593	42.397386	35.08508704	60.58548927	43.74323532	36.70139283	47.18050792	47.21756124	51.3307692	69.92576705	57.63995651	75.33738734	37.00869009	43.81157697	47.66275251	51.21292711	63.27618156	53.98679163	50.60682582	51.94679072	43.0337428	38.25543534	56.8980587	64.70044148	47.44621754	36.1160857	42.04598594	76.2645775	39.12458915	32.92195998	47.31195399	35.72503208	55.03282554	41.61785257	41.80327732	58.92017679	44.88586162	39.66393231	57.39095975	30.11143868	50.98885196	55.83009033	32.9920186	46.91892501	56.00822184	36.23417648	42.84062278	51.24726934	43.39669819	47.17789791	36.96963523	36.94972781	46.01329552	25.97889306	44.60127687	39.34037529	26.73448858	15.58848134	35.08588198	32.78942709	20.23242799	33.41290903	31.89533734	44.80303131	55.42711711
Ptma	11837.65775	12151.98466	13203.81283	10205.14353	8600.361174	8654.505767	9395.491254	10209.97613	10443.11616	14215.59095	13794.98795	14869.15373	11972.77896	10858.95472	10257.796	10070.55406	12943.84588	7111.212536	11548.60489	9233.027774	10158.22908	12310.37606	10297.85484	7786.928997	9357.469112	7873.215749	7296.481273	7266.408612	6600.502351	6402.805236	6795.427385	5994.521081	6790.186344	6905.189473	5923.025986	6012.684248	5504.572487	5812.263457	6053.942098	7768.044921	6051.351164	5379.556134	5938.778963	6096.104289	7850.560799	5874.824964	5656.195462	5110.056074	3157.600878	4514.14137	5623.424802	5636.403844	5122.7088	2852.19466	6224.39256	6083.405956	4733.322891	5780.155545	5014.265225	6659.741397	5997.477328	4710.161667	6007.51098	4919.834762	6576.159117	5384.552775	5855.212568	5958.392733	5297.473356	5399.675088	5613.775253	5765.365147	5733.473236	5532.077377	5687.294753	6218.562093	7243.555262	8344.711045	6620.925582	7113.909359	6447.613035	6574.103215	5909.669185	5588.792064	6240.446585	7190.74375	5929.514055	5433.208068	5779.437039	5974.056786	5364.98336	5840.821849	5616.614533
Pde6d	231.8644467	199.2752863	244.004476	201.4543794	170.6181202	237.8257662	194.1273298	215.667343	213.4940588	292.0171453	261.9440826	211.8748469	260.4520188	256.2225272	341.7528784	271.0341902	264.7358253	200.1958605	164.7237811	181.5532026	231.739389	233.9801704	296.9487241	74.52305852	94.00992224	83.29842574	86.21285474	124.5710724	117.5607608	127.9921087	82.48073095	101.2053059	118.8674873	121.3513795	104.8455732	76.49244921	89.61134284	58.97353848	62.00661988	73.95504996	61.10737202	82.56797198	76.26040402	93.5960392	84.84760709	83.19276087	80.02939897	69.54167145	63.47477062	104.1850154	93.10591424	93.31794444	81.5481864	90.77826947	80.12536943	77.30929774	80.50636614	83.08875614	82.5954451	55.82036263	103.461712	74.25930557	72.96572041	84.78757147	66.18762646	65.41069538	83.41709266	66.83270537	77.82508984	77.70945005	65.25088123	71.99628148	75.16892931	94.01299844	86.4895592	99.134062	95.10340242	91.46735309	115.9502196	99.98161642	94.32725582	90.9261257	117.8748031	93.43339131	105.9097048	110.2328323	101.7490578	137.7155938	119.6352264	117.3735522	137.9004291	138.8893971	118.0392309
Cops7b	339.4160274	335.0871056	372.2102176	336.6964802	291.4097097	342.3645645	319.020437	362.8893617	318.4318165	319.0103268	567.9123807	423.7496939	743.289992	661.2981416	234.4341392	570.901805	386.253909	666.6096207	499.0641289	686.0616213	561.1540577	297.3812488	245.1870199	149.7767353	200.2063159	197.6444465	181.7654354	193.6190383	193.7971329	227.1859929	289.913614	226.5071133	221.5689963	249.8062544	237.4003335	288.0271236	302.764537	266.2234023	312.6530974	241.2178732	296.930188	300.7833265	287.5652735	288.7349511	257.4190113	255.7734882	297.7564403	417.2500287	534.6942542	339.4152454	304.3184049	307.327097	424.0505693	508.5535311	334.7812465	192.2285241	236.2523268	220.2635894	321.5609076	218.07155	231.1378673	251.3391881	216.6169825	287.4154965	247.2526276	260.9469231	228.8965023	247.5013375	317.5621482	245.9541817	266.8687727	239.4483069	244.6674954	272.2459746	273.2100094	160.4627614	204.0568149	191.6000344	209.2145266	214.0910699	209.3604946	225.1504065	211.3250975	222.5189977	344.4636029	252.7560903	306.1243203	227.3400278	234.8720988	281.8678736	315.2009808	299.4335926	290.4791508
Farsb	993.1061542	934.1822339	1174.53002	972.0525998	1062.965988	985.2781742	1119.965364	977.6058604	1067.470294	588.9421418	596.5281208	811.815203	641.1126616	466.0809781	1188.841568	924.5918121	607.5904186	442.986585	495.8022719	591.7936123	653.0837326	1194.053644	1067.925687	972.4528518	915.1459714	810.2665049	820.4590009	802.2377063	956.1608544	1107.13174	1220.591712	914.2901109	935.24939	1196.938973	973.5660364	1052.951616	909.163624	1085.113108	957.1726111	1180.516125	1014.726642	939.4213139	1053.346831	958.9179111	1180.676024	878.8341653	1029.79006	1070.77417	755.2421861	909.9909937	879.3336345	1055.114892	1109.055335	710.608389	913.9052038	971.5898229	858.4837735	936.7081471	889.3043555	1052.399903	910.2429345	926.2012288	930.3129352	842.1274048	1003.465279	1003.427902	1009.013153	998.0840286	1035.878782	993.6247157	973.6311266	1000.667418	956.561473	1043.936003	1012.816988	881.2850088	898.403986	974.368014	861.2244571	747.6886097	712.0557482	759.160986	888.8397318	1014.24405	1011.797568	805.033715	815.7467561	806.6199064	859.4383542	993.8198584	863.0503045	958.7848701	904.2831513
Ecel1	0	0	0	0	0	0	0	1.291421216	3.618543369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7943792085	0	0	0	0	0	0	0	0	4.976957037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.680238339	0	0.9628142431	0	0	0	1.443271837	0	0	0	0	0	0	0	0	0	0	0
Mrpl44	618.7707824	561.0170481	613.4575808	609.9982257	742.8682756	721.3177085	654.3312794	706.4074051	605.5029238	716.5462726	504.0772682	749.3678797	554.9631477	749.1458652	768.9439765	939.9696385	854.9665177	645.3121888	642.5858392	726.2128103	637.7621201	739.6792483	858.1545698	911.0809213	790.9600248	707.2793603	839.1384528	1005.110596	919.1114025	1164.728189	1013.158829	1017.560831	855.8459085	1008.104387	1013.257575	686.5433404	639.4595824	606.5849672	591.2462205	722.2712823	744.4771379	727.946202	574.3361678	644.5764964	799.5808397	773.5156702	641.4120947	590.6852816	504.5706343	731.736944	812.0904742	707.9721385	631.627771	584.6901442	732.2348117	993.528948	850.959814	739.1763872	679.2072039	883.4502725	904.7396519	807.8759616	788.9418519	715.6645863	861.9606987	641.5815015	795.4653956	719.0024017	712.0548449	619.4122184	695.0318584	776.5891036	729.5807845	763.8556123	666.0504372	910.6891798	937.1840142	860.7559333	836.8581066	678.1361809	823.6379899	1164.720372	967.4229339	1133.494563	1177.345747	924.1742509	913.9872257	986.9617553	871.7537451	1025.519285	1161.365518	943.1038092	1147.54661
Serpine2	268.1805648	422.6666901	441.1380357	231.0385889	315.5680276	287.4816954	274.2218225	213.0845006	238.8238624	201.2218985	105.6581173	147.1972621	126.2190553	109.8096545	377.1784817	334.4677241	115.0081864	89.44921428	184.2949234	97.75941678	134.0641093	128.3117063	499.9090907	81.0986225	67.89605495	89.35649306	86.9312952	38.43907377	59.84911458	87.99457471	35.70061489	54.38924605	70.84502242	70.44299591	68.14962255	287.0827723	150.5122555	142.3789715	84.71326941	155.5129555	288.3235158	119.6393063	146.1657744	81.23429817	161.7856915	185.8561679	129.4593219	160.8674809	135.5562898	111.5105243	232.7647856	111.9815333	168.2858028	134.7032386	115.031471	188.0496432	131.6692904	224.9667265	93.82201045	165.9725449	135.3807508	88.13192309	199.1356119	83.35049399	151.3946858	152.3930031	164.8321751	116.0392027	151.1774734	128.2583156	145.8980378	172.3057074	123.070698	150.8125183	121.2470456	68.8897719	96.95007043	48.14071215	79.82080334	74.98621231	77.07227	33.19525224	58.40643399	95.89216476	49.35597893	42.31159221	33.33158788	62.29991147	68.61432101	58.25840549	65.66687099	71.6848501	65.69139805
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.083859015	0	0	0	0	0	0	0	24.51870199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.353805852	0	0	0	0	0	0	0	0.7933204894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.086450332	0	0	0	0	0	0	0	0	0	0	0	0.7488969511	0	0	0	0	0	0	0	0	0	0	0	11.76902926	0	0	0	0	3.732717778	0	0	0	1.04472024	0	0	0	0	6.603939065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.061935163	0	0	0	0	0	0	0	0	0	0
